scenario,metric,direction_better,n_paired_replications,fixed_mean,smart_mean,beneficial_difference,beneficial_difference_ci95_low,beneficial_difference_ci95_high,beneficial_change_pct_vs_fixed,paired_sign_flip_p,paired_difference_shapiro_p,unit
event_heavy,turnaround_time_hours_post_warmup,lower,2,0.0,0.0,0.0,0.0,0.0,,1.0,,hours
event_heavy,idling_time_hours_post_warmup,lower,2,58.799999999999855,51.5999999999999,7.199999999999953,-6.353285051919762,20.75328505191967,12.244897959183625,0.50415,,hours
event_heavy,collection_trips_post_warmup,lower,2,18.0,34.0,-16.0,-41.41240947234939,9.412409472349388,-88.88888888888889,0.49525,,count
event_heavy,collection_stops_post_warmup,lower,2,396.0,302.0,94.0,55.88138579147592,132.1186142085241,23.737373737373737,0.49385,,count
event_heavy,wasted_pickups_post_warmup,lower,2,211.5,43.5,168.0,155.2937952638253,180.7062047361747,79.43262411347517,0.4942,,count
event_heavy,base_driving_fuel_l_post_warmup,lower,2,266.6438999999999,380.89237499999984,-114.24847499999993,-300.29113647147665,71.79418647147682,-42.84683617363831,0.4976,,litres
event_heavy,traffic_fuel_penalty_l_post_warmup,lower,2,47.323845,24.227595000000008,23.09624999999999,-19.65596765517683,65.84846765517682,48.80467764189489,0.49385,,litres
event_heavy,payload_fuel_penalty_l_post_warmup,lower,2,14.052220177126934,10.530386323466164,3.5218338536607705,1.4428976781245297,5.600770029197012,25.062472757104437,0.5006,,litres
event_heavy,driving_fuel_l_post_warmup,lower,2,328.0199651771269,415.650356323466,-87.63039114633915,-228.84189878710347,53.581116494425174,-26.714956542056754,0.49755,,litres
event_heavy,collection_idle_fuel_l_post_warmup,lower,2,158.40000000000117,120.80000000000064,37.600000000000534,22.352554316590684,52.847445683410385,23.7373737373739,0.4975,,litres
event_heavy,depot_idle_fuel_l_post_warmup,lower,2,18.0,34.0,-16.0,-41.41240947234939,9.412409472349388,-88.88888888888889,0.50155,,litres
event_heavy,fuel_l_post_warmup,lower,2,504.419965177128,570.4503563234666,-66.03039114633859,-247.90175394286217,115.840971650185,-13.090360355413747,0.49955,,litres
event_heavy,co2_kg_post_warmup,lower,2,1351.8455066747033,1528.8069549468905,-176.96144827218745,-664.3767005668692,310.45380402249435,-13.090360355413745,0.49815,,kg
event_heavy,collected_kg_post_warmup,higher,2,97579.03446039865,96170.02919171198,-1409.005268686662,-14484.966814447465,11666.956277074141,-1.4439631181824113,0.4992,,kg
event_heavy,mean_fill_at_collection_pct_post_warmup,higher,2,49.89641106452635,64.9343900437477,15.037978979221343,9.135333479813223,20.940624478629463,30.13839804986001,0.4959,,%
event_heavy,truck_utilization_pct_post_warmup,higher,2,60.23397188913496,31.59565681672021,-28.638315072414755,-33.0044838542364,-24.272146290593113,-47.54512142271752,0.49695,,%
event_heavy,unserved_required_bins_post_warmup,lower,2,0.0,0.0,0.0,0.0,0.0,,1.0,,count
event_heavy,inspection_events_post_warmup,lower,2,30.5,371.5,-341.0,-1268.5529457407524,586.5529457407525,-1118.032786885246,0.5024,,count
event_heavy,routing_fallbacks_post_warmup,lower,2,0.0,0.0,0.0,0.0,0.0,,1.0,,count
event_heavy,uncollected_kg_at_horizon,lower,2,8385.607190742408,9881.909538143824,-1496.3023474014153,-14102.155960000846,11109.551265198015,-17.84369710345259,0.49755,,kg
event_heavy,unfinished_trip_count,lower,2,0.0,0.0,0.0,0.0,0.0,,1.0,,count
gradual_upward_trend,overflow_incidents,lower,2,5.5,3.5,2.0,-61.53102368087347,65.53102368087346,36.36363636363637,1.0,,count
gradual_upward_trend,overflow_bin_hours,lower,2,32.5,135.5,-103.0,-1792.9252299112343,1586.9252299112343,-316.9230769230769,1.0,,bin-hours
gradual_upward_trend,overflow_spilled_kg,lower,2,149.7048188871138,149.29596606341116,0.4088528237026168,-2296.3414502051232,2297.1591558525283,0.2731059873302514,1.0,,kg
gradual_upward_trend,distance_km,lower,2,594.5319999999997,973.6074999999997,-379.07550000000003,-700.4980081086421,-57.652991891357885,-63.760319040859066,0.50095,,km
